ID,name,Food Group,Calories,Carbohydrate,Protein,Fat,Water,Net-Carbs,Sugars,Fiber,Cholesterol,Saturated Fats,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,PRAL score,Calcium,Iron,Potassium,Magnesium,Vitamin A IU,Vitamin A RAE,Vitamin C,Vitamin B-12,Vitamin D,Vitamin E,Omega 3s,Omega 6s,Trans Fatty Acids,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Starch,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B6,Folate,Folic acid,Food Folate,Folate DFE,Choline,Betaine,Retinol,Beta Carotene,Alpha Carotene,Lycopene,Vitamin D2,Vitamin D3,Vitamin D,Vitamin K,Dihydrophylloquinone,Menaquinone-4,ALA,EPA,DPA,DHA,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Alcohol,Caffeine,Theobromine,Density
168820,Molasses,Sweets,290,74.73,0,0.1,21.87,74.73,74.72,0,0,0.018,32,50,-38.773,205,4.72,1464,242,0,0,0,0,0,0,0,50,NULL,29.4,11.92,12.79,NULL,NULL,NULL,NULL,31,37,0.29,0.487,1.53,17.8,NULL,0.041,0.002,0.93,0.804,0.67,0,0,0,0,13.3,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
174216,Mussel,Fish,86,3.69,11.9,2.24,80.58,3.69,0,0,28,0.425,507,606,5.136,26,3.95,320,34,160,48,8,12,0,0.55,498,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,286,1.6,0.094,3.4,44.8,NULL,0.16,0.21,1.6,0.5,0.05,42,0,42,42,65,NULL,48,0,0,0,NULL,0,0,0.1,NULL,NULL,NULL,188,22,253,133,512,518,838,889,268,156,426,381,520,868,228,720,1148,1618,744,486,533,NULL,0,0,0,
167744,Snail,Fish,90,2,16.1,1.4,79.2,2,0,0,50,0.361,259,252,3.188,10,3.5,382,250,100,30,0,0.5,0,5,233,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,272,70,1,0.4,NULL,27.4,NULL,0.01,0.12,1.4,NULL,0.13,6,0,6,6,65,NULL,30,0,0,0,NULL,0,0,0.1,NULL,NULL,NULL,119,99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170845,Mozzarella,Dairy and Egg Products,299,2.4,22.17,22.14,50.01,2.4,0,0,79,13.9,6573,765,15.267,505,0.44,76,20,676,179,0,2.28,0.4,0.19,372,393,NULL,0,0,0,0,0,0,NULL,354,486,2.92,0.011,0.03,17,NULL,0.03,0.283,0.104,0.141,0.037,7,0,7,7,15.4,NULL,174,57,0,0,NULL,0.4,16,2.3,0,NULL,NULL,0,0,0,515,983,1135,1826,965,515,115,1011,1043,1322,515,515,707,1633,4458,515,2351,735,NULL,0,0,0,
171245,Muenster Cheese,Dairy and Egg Products,368,1.12,23.41,30.04,41.77,1.12,1.12,0,96,19.113,8711,661,15.928,717,0.41,134,27,1012,298,0,1.47,0.6,0.26,230,431,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,468,628,2.81,0.031,0.008,14.5,NULL,0.013,0.32,0.103,0.19,0.056,12,0,12,12,15.4,NULL,297,13,0,0,NULL,0.6,22,2.5,NULL,NULL,NULL,0,0,0,327,888,1145,2260,2139,569,132,1240,1123,1482,881,829,675,1600,5555,440,2594,1299,NULL,0,0,0,
169913,Mulberries,Fruits,43,9.8,1.44,0.39,87.68,8.1,8.1,1.7,0,0.027,41,207,-2.962,39,1.85,194,18,25,1,36.4,0,0,0.87,1,206,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,10,0.12,0.06,NULL,0.6,NULL,0.029,0.101,0.62,NULL,0.05,6,0,6,6,12.3,NULL,0,9,12,0,NULL,NULL,0,7.8,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
788289,Mushrooms,Vegetables,46,5.11,2.11,2.58,88.57,3.01,2.26,2.1,4,1.101,603,540,-3.486,7,1.68,344,12,NULL,22,3.9,0,0.2,0.3,38,498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,261,0.84,0.486,NULL,11.5,NULL,0.071,0.29,4.303,NULL,0.136,17,0,17,17,20.1,NULL,21,10,0,0,NULL,NULL,NULL,1.3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169256,Mustard Greens,Vegetables,27,4.67,2.86,0.42,90.7,1.47,1.32,3.2,0,0.01,92,38,-6.892,115,1.64,384,32,3024,151,70,0,0,2.01,18,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,20,0.25,0.165,NULL,0.9,NULL,0.08,0.11,0.8,0.21,0.18,12,0,12,12,0.5,NULL,0,1790,10,0,NULL,NULL,0,257.5,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172337,Mustard Oil,Fats and Oils,884,0,0,100,0,0,NULL,0,NULL,11.582,59187,21230,0,0,0,0,0,0,0,0,0,NULL,NULL,5899,15332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
168438,Mustard Spinach,Vegetables,22,3.9,2.2,0.3,92.2,1.1,NULL,2.8,0,0.015,138,57,-10.379,210,1.5,449,11,9900,495,130,0,0,NULL,27,30,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,21,0.17,0.075,0.407,0.8,NULL,0.068,0.093,0.678,0.178,0.153,159,0,159,159,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,
784494,Naan,Baked Foods,311,50.23,11.09,7.28,29.24,45.03,3.7,5.2,1,3.16,2115,1367,5.963,64,1.88,201,74,NULL,2,0,0,0,1.44,38,1328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204,508,1.35,0.172,NULL,12.4,NULL,0.153,0.196,3.891,NULL,0.139,15,0,15,15,11,NULL,2,0,0,0,NULL,NULL,NULL,3.6,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172443,Natto,Beans and Lentils,211,12.68,19.4,11,55.02,7.28,4.89,5.4,0,1.591,2430,6210,-5.283,217,8.6,729,115,0,0,13,0,0,0.01,734,5476,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,7,3.03,0.667,1.528,8.8,NULL,0.16,0.19,0,0.215,0.13,8,0,8,8,57,NULL,0,0,0,0,NULL,NULL,0,23.1,NULL,NULL,NULL,0,0,0,223,813,931,1509,1145,208,220,941,556,1018,909,512,798,1956,3337,646,1403,1121,NULL,0,0,0,
169914,Nectarines,Fruits,44,10.55,1.06,0.32,87.59,8.85,7.89,1.7,0,0.025,88,113,-3.074,6,0.28,201,9,332,17,5.4,0,0,0.77,2,111,0,4.87,1.57,1.37,0,0,0,0.07,26,0,0.17,0.086,0.054,0,NULL,0.034,0.027,1.125,0.185,0.025,5,0,5,5,6.2,0.2,0,150,0,0,NULL,NULL,0,2.2,0,NULL,NULL,0,0,0,5,9,9,14,16,6,5,21,7,13,9,8,17,568,34,11,10,18,NULL,0,0,0,
785405,Noodles,Grains and Pasta,137,25.01,4.51,2.06,67.33,23.81,0.4,1.2,29,0.417,578,549,3.512,12,1.46,38,21,NULL,6,0,0.09,0.1,0.17,28,519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,236,0.65,0.098,NULL,23.8,NULL,0.287,0.135,2.065,NULL,0.046,83,77,7,137,25.5,NULL,6,1,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
785460,Oatmeal,Breakfast Cereals,76,11.17,2.18,2.57,83.48,9.47,0.16,1.7,3,0.918,746,635,1.483,12,0.67,57,24,NULL,15,0,0,0,0.27,43,592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,82,0.61,0.071,NULL,4.8,NULL,0.061,0.024,0.168,NULL,0.046,4,0,4,4,7,NULL,15,7,0,0,NULL,NULL,NULL,1.3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169260,Okra,Vegetables,33,7.45,1.93,0.19,89.58,4.25,1.48,3.2,0,0.026,17,27,-5.671,82,0.62,299,57,716,36,23,0,0,0.27,1,26,0,0.6,0.32,0.57,0,0,0,0.34,61,7,0.58,0.109,0.788,0.7,NULL,0.2,0.06,1,0.245,0.215,60,0,60,60,12.3,NULL,0,416,27,0,NULL,NULL,0,31.3,NULL,NULL,NULL,0,0,0,17,65,69,105,81,21,19,65,87,91,84,31,73,145,271,44,45,44,NULL,0,0,0,
169094,Olives,Fruits,116,6.04,0.84,10.9,79.99,4.44,0,1.6,0,2.279,7652,629,-0.895,88,6.28,8,4,330,17,0.9,0,0,1.65,0,629,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,735,0.22,0.251,0.02,0.9,NULL,0.003,0,0.037,0.015,0.009,0,0,0,0,10.3,NULL,0,198,0,0,NULL,NULL,0,1.4,NULL,NULL,NULL,0,0,0,NULL,26,31,50,32,12,NULL,29,23,38,67,23,43,92,93,49,40,31,NULL,0,0,0,
171327,Onion Powder,Spices and Herbs,341,79.12,10.41,1.04,5.39,63.92,6.63,15.2,0,0.219,202,310,-11.733,384,3.9,985,113,0,0,23.4,0,0,0.27,15,254,0,3.87,0.73,1.67,0,0,0.36,NULL,322,73,4.05,0.59,1.3,14.3,NULL,0.457,0.08,0.321,0.732,0.718,64,0,64,64,39,0.4,0,0,0,0,NULL,NULL,0,4.1,0,NULL,15,0,0,0,60,140,140,220,490,90,80,280,130,170,1950,160,180,660,2090,270,690,140,NULL,0,0,0,
170000,Onions,Vegetables,40,9.34,1.1,0.1,89.11,7.64,4.24,1.7,0,0.042,13,17,-2.031,23,0.21,146,10,2,0,7.4,0,0,0.02,4,13,0,0.99,1.97,1.29,0,0,0,0,29,4,0.17,0.039,0.129,0.5,1.1,0.046,0.027,0.116,0.123,0.12,19,0,19,19,6.1,0.1,0,1,0,0,NULL,NULL,0,0.4,0,NULL,NULL,0,0,0,14,21,14,25,39,2,4,25,14,21,104,14,21,91,258,25,12,21,NULL,0,0,0,
174120,Oolong Tea,Beverages,1,0.15,0,0,99.84,0.15,0,0,0,0,0,0,-0.256,1,0,12,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,1,3,0.01,0,0.21,0,NULL,0,0,0.06,0,0,0,0,0,0,0,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,16,2,
169098,Orange Juice,Fruits,45,10.4,0.7,0.2,88.3,10.2,8.4,0.2,0,0.024,36,40,-3.68,11,0.2,200,11,200,10,50,0,0,0.04,11,29,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,1,0.05,0.044,0.014,0.1,NULL,0.09,0.03,0.4,0.19,0.04,30,0,30,30,6.2,NULL,0,33,6,0,NULL,NULL,0,0.1,NULL,NULL,NULL,0,0,0,2,8,8,13,9,3,5,9,4,11,47,3,15,75,33,9,44,13,NULL,0,0,0,
169097,Oranges,Fruits,47,11.75,0.94,0.12,86.75,9.35,9.35,2.4,0,0.015,23,25,-3.624,40,0.1,181,10,225,11,53.2,0,0,0.18,7,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,0,0.07,0.045,0.025,0.5,NULL,0.087,0.04,0.282,0.25,0.06,30,0,30,30,8.4,NULL,0,71,11,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,9,15,25,23,47,20,10,31,16,40,65,18,50,114,94,94,46,32,NULL,0,0,0,
174529,Osyter Sauce,Soups and Sauces,51,10.92,1.35,0.25,80,10.62,0,0.3,0,0.043,73,66,-0.185,32,0.18,54,4,0,0,0.1,0.41,0,0,2,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2733,0.09,0.147,0.053,4.4,NULL,0.01,0.124,1.474,0.016,0.016,15,0,15,15,3.5,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171015,Palm Oil,Fats and Oils,884,0,0,100,0,0,0,0,0,49.3,37000,9300,0,0,0.01,0,0,0,0,0,0,NULL,15.94,200,9100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0.3,NULL,0,0,0,0,NULL,NULL,NULL,8,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
785326,Pancakes,Fast Foods,278,35.31,7.4,11.87,42.65,33.21,7.17,2.1,60,3.097,4329,3747,8.865,204,1.48,167,19,NULL,70,0,0.34,1,1.39,9,3289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,652,0.73,0.063,NULL,11,NULL,0.216,0.286,1.393,NULL,0.148,45,35,10,70,44.4,NULL,69,12,0,0,NULL,NULL,NULL,9.7,NULL,NULL,NULL,0,1,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169926,Papaya,Fruits,43,10.82,0.47,0.26,88.06,9.12,7.82,1.7,0,0.081,72,58,-4.052,20,0.25,182,21,950,47,60.9,0,0,0.3,47,11,0,0,4.09,3.73,0,0,0,0,10,8,0.08,0.045,0.04,0.6,NULL,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,NULL,0,274,2,1828,NULL,NULL,0,2.6,NULL,NULL,NULL,0,0,0,8,11,8,16,25,2,NULL,9,5,10,10,5,14,49,33,18,10,15,NULL,0,0,0,
171329,Paprika,Spices and Herbs,282,53.99,14.14,12.89,11.24,19.09,10.34,34.9,0,2.14,1695,7766,-37.22,229,21.14,2280,178,49254,2463,0.9,0,0,29.1,453,7314,0,0.81,2.63,6.71,0,0,0.19,NULL,314,68,4.33,0.713,1.59,6.3,NULL,0.33,1.23,10.06,2.51,2.141,49,0,49,49,51.5,7.1,0,26162,595,0,NULL,NULL,0,80.3,0,NULL,453,0,0,0,70,490,570,920,690,200,230,610,380,750,890,250,640,2850,2260,780,2310,610,0,0,0,0,
170416,Parsley,Vegetables,36,6.33,2.97,0.79,87.71,3.03,0.85,3.3,0,0.132,295,124,-11.197,138,6.2,554,50,8424,421,133,0,0,0.75,8,115,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,56,1.07,0.149,0.16,0.1,NULL,0.086,0.098,1.313,0.4,0.09,152,0,152,152,12.8,NULL,0,5054,0,0,NULL,NULL,0,1640,NULL,NULL,NULL,0,0,0,45,122,118,204,181,42,14,145,82,172,122,61,195,294,249,145,213,136,NULL,0,0,0,
170417,Parsnips,Vegetables,75,17.99,1.2,0.3,79.53,13.09,4.8,4.9,0,0.05,112,47,-5.928,36,0.59,375,29,0,0,17,0,0,1.49,3,41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,10,0.59,0.12,0.56,1.8,NULL,0.09,0.05,0.7,0.6,0.09,67,0,67,67,NULL,NULL,0,0,0,0,NULL,NULL,0,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,
785411,Pasta,Grains and Pasta,157,30.68,5.76,0.92,61.76,28.88,0.56,1.8,0,0.175,130,324,3.476,7,1.27,44,18,NULL,0,0,0,0,0.06,24,293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,232,0.51,0.1,NULL,26.2,NULL,0.272,0.135,1.679,NULL,0.049,73,66,7,118,6.4,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170422,Pea Sprouts,Vegetables,124,27.11,8.8,0.68,62.27,27.11,NULL,NULL,0,0.124,61,326,0.437,36,2.26,381,56,166,NULL,10.4,0,0,NULL,61,265,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,20,1.05,0.272,0.438,0.6,NULL,0.225,0.155,3.088,1.029,0.265,144,0,144,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186,171,365,384,69,155,251,127,220,484,167,245,656,1017,208,277,299,NULL,NULL,NULL,NULL,
786614,Peach,Fruits,110,28.29,1.04,0.22,69.73,25.89,25.86,2.4,0,0.023,79,105,-4.687,8,1.18,286,12,NULL,9,3.3,0,0,0.05,3,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,2,0.16,0.105,NULL,0.2,NULL,0.004,0.021,1.356,NULL,0.034,0,0,0,0,3.7,NULL,0,88,0,0,NULL,NULL,NULL,4.5,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
174294,Peanut Butter,Beans and Lentils,588,23.98,21.93,49.54,1.55,18.28,6.5,5.7,0,9.519,20726,11331,5.24,54,2.16,592,179,0,0,0,0,0,5.94,12,11280,0,2.39,4.11,0,0,0,0,4.57,335,476,2.67,0.571,1.361,40.4,3.1,0.107,0.105,13.16,1.044,0.551,35,0,35,35,65.7,0.4,0,0,0,0,NULL,NULL,0,0,0,NULL,NULL,12,0,0,228,518,608,1527,672,262,226,1187,819,773,2734,550,905,3016,5029,1419,1391,1463,NULL,0,0,0,
172435,Peanut Flour,Beans and Lentils,428,31.27,33.8,21.9,7.8,15.47,NULL,15.8,0,3.04,10866,6921,3.752,130,4.74,1358,48,0,0,0,0,0,NULL,1,6919,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508,1,5.99,2.039,4.231,7.1,NULL,0.457,0.172,11.499,1.543,0.304,133,0,133,133,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,328,1158,1188,2191,1213,415,433,1752,1374,1418,4042,854,1343,4123,7063,2037,1492,1665,NULL,NULL,0,0,
171410,Peanut Oil,Fats and Oils,884,0,0,100,0,0,0,0,0,16.9,46200,32000,0,0,0.03,0,0,0,0,0,0,0,15.69,0,32000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.01,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,NULL,NULL,0,0.7,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
784396,Peanuts,Nuts and Seeds,584,21.15,24.23,49.41,1.8,12.75,4.88,8.4,0,7.685,26051,9724,6.507,58,1.57,631,177,NULL,0,0,0,0,4.9,26,9667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361,199,2.76,0.426,NULL,9.3,NULL,0.151,0.196,14.284,NULL,0.464,97,0,97,97,64.3,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169118,Pears,Fruits,57,15.23,0.36,0.14,83.96,12.13,9.75,3.1,0,0.022,84,94,-2.128,9,0.18,116,7,25,1,4.3,0,0,0.12,1,93,0,0.71,2.6,6.42,0,0,0,NULL,12,1,0.1,0.082,0.048,0.1,2.2,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0.2,0,14,1,0,NULL,NULL,0,4.4,0,NULL,NULL,0,0,0,2,11,11,19,17,2,2,11,2,17,10,2,14,105,30,13,21,15,NULL,0,0,0,
170419,Peas,Vegetables,81,14.45,5.42,0.4,78.86,8.75,5.67,5.7,0,0.071,35,187,0.311,25,1.47,244,33,765,38,40,0,0,0.13,35,152,0,4.99,0.12,0.39,0,0.17,0,NULL,108,5,1.24,0.176,0.41,1.8,NULL,0.266,0.132,2.09,0.104,0.169,65,0,65,65,28.4,0.2,0,449,21,0,NULL,NULL,0,24.8,NULL,NULL,NULL,0,0,0,37,203,195,323,317,82,32,200,114,235,428,107,240,496,741,184,173,181,NULL,0,0,0,
170182,Pecans,Nuts and Seeds,691,13.86,9.17,71.97,3.52,4.26,3.97,9.6,0,6.18,40801,21614,1.999,70,2.53,410,121,56,3,1.1,0,0,1.4,986,20628,NULL,3.9,0.04,0.04,0,0,NULL,0.46,277,0,4.53,1.2,4.5,3.8,10,0.66,0.13,1.167,0.863,0.21,22,0,22,22,40.5,0.7,0,29,0,0,NULL,NULL,0,3.5,0,NULL,NULL,0,0,0,93,306,336,598,287,183,152,426,215,411,1177,262,397,929,1829,453,363,474,NULL,0,0,0,
784402,Pecans,Nuts and Seeds,697,13.44,8.9,72.81,3.41,4.14,3.85,9.3,0,6.405,40833,22201,1.955,68,2.46,398,117,NULL,3,1.1,0,0,1.71,1109,21093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,0,4.39,1.164,NULL,3.7,NULL,0.64,0.126,1.132,NULL,0.204,21,0,21,21,39.3,NULL,0,28,0,0,NULL,NULL,NULL,6.9,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
788448,Peppers,Vegetables,48,6.44,0.9,2.61,88.98,5.24,4.21,1.2,4,1.218,692,516,-2.662,10,0.44,160,10,NULL,166,164.1,0,0.1,1.91,52,464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,297,0.12,0.063,NULL,0.3,NULL,0.057,0.03,0.459,NULL,0.274,15,0,15,15,6.1,NULL,24,1475,17,0,NULL,NULL,NULL,6.4,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171579,Pesto,Soups and Sauces,418,10.09,9.83,37.6,38.98,8.29,6.33,1.8,NULL,7.07,22155,6546,-2.112,306,0.57,560,47,1544,77,0,NULL,NULL,7.27,1276,5007,0.398,0,0.23,0,5.94,0,0.15,2.2,273,603,1.33,0.08,0.586,NULL,NULL,0.17,0.717,0.523,1.7,0.133,16,NULL,16,NULL,NULL,NULL,NULL,919,0,0,NULL,NULL,NULL,151.1,0,0,1268,2,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
783811,Pho,Soups and Sauces,88,10.39,6.14,2.24,79.94,9.79,0.79,0.6,12,0.67,896,351,2.274,11,0.65,98,10,NULL,6,1.5,0.4,0,0.16,2,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,403,0.7,0.038,NULL,6.7,NULL,0.02,0.051,1.056,NULL,0.065,5,0,5,5,20.6,NULL,0,73,1,0,NULL,NULL,NULL,6.3,NULL,NULL,NULL,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170591,Pine Nuts,Nuts and Seeds,673,13.08,13.69,68.37,2.28,9.38,3.59,3.7,0,4.899,18764,34071,8.577,16,5.53,597,251,29,1,0.8,0,0,9.33,112,33606,NULL,3.45,0.07,0.07,0,0,0,1.43,575,2,6.45,1.324,8.802,0.7,NULL,0.364,0.227,4.387,0.313,0.094,34,0,34,34,55.8,0.4,0,17,0,0,NULL,NULL,0,53.9,0,NULL,112,0,0,0,107,370,542,991,540,259,289,524,509,687,2413,341,684,1303,2926,691,673,835,NULL,0,0,0,
169124,Pineapple,Fruits,50,13.12,0.54,0.12,86,11.72,9.85,1.4,0,0.009,13,40,-2.224,13,0.29,109,12,58,3,47.8,0,0,0.02,17,23,0,5.99,1.73,2.12,0,0,0,0,8,1,0.12,0.11,0.927,0.1,NULL,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0.1,0,35,0,0,NULL,NULL,0,0.7,0,NULL,NULL,0,0,0,5,19,19,24,26,12,14,21,19,24,19,10,33,121,79,24,17,35,NULL,0,0,0,
169129,Pitanga,Fruits,33,7.49,0.8,0.4,90.81,7.49,NULL,NULL,0,NULL,NULL,NULL,-1.807,9,0.2,103,12,1500,75,26.3,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,3,NULL,NULL,NULL,NULL,NULL,0.03,0.04,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
169949,Plums,Fruits,46,11.42,0.7,0.28,87.23,10.02,9.92,1.4,0,0.017,134,44,-2.64,6,0.17,157,7,345,17,9.5,0,0,0.26,0,44,0,1.57,5.07,3.07,0,0.08,0.14,0,16,0,0.1,0.057,0.052,0,2,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,NULL,0,190,0,0,NULL,NULL,0,6.4,0,NULL,NULL,0,0,0,9,10,14,15,16,8,2,14,8,16,9,9,28,352,35,9,27,23,NULL,0,0,0,
